channel,nside_out,nlat,nlon,lat_cut_deg,field,window2d,radial,null,mc,seed,k,obs_psd,mc_mean,mc_std,z,p_tail
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,339,1.5543021593532548e-09,8.737733393074071e-09,1.1914462439965794e-09,-6.029169398045825,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,340,1.476863552661011e-09,8.73369136564441e-09,1.0817312356220323e-09,-6.708531263600311,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,341,1.4154169128546023e-09,8.866487884525583e-09,1.1323283034047772e-09,-6.58030974697576,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,342,1.4849266078997387e-09,8.615484293172051e-09,1.0922101991399038e-09,-6.52855804760613,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,343,1.3851851583083058e-09,8.714436288179876e-09,1.1393265306692124e-09,-6.432968014504629,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,344,1.3979946868230634e-09,8.526639613188295e-09,1.062910300057154e-09,-6.706722971808548,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,345,1.2994679736618056e-09,8.574142452610426e-09,1.0312933050105023e-09,-7.053933583787337,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,346,1.3530576830132398e-09,8.68009861414928e-09,1.024101240909994e-09,-7.15460604717693,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,347,1.408718628941548e-09,8.491065170662659e-09,1.0232540836115172e-09,-6.921395824509559,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,348,1.2859740571486869e-09,8.468138618834904e-09,1.0750990652001316e-09,-6.6804676835517895,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,349,1.2315267899005859e-09,8.364032819478385e-09,1.0605698426094696e-09,-6.725163910024717,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,350,1.4189319423545272e-09,8.541740321202766e-09,1.050623227915092e-09,-6.779602991438794,1.0
